snapshot_path,rel_path,radon_total_complexity,radon_num_items,pylint_msgs_count,pylint_rc,bandit_issues_count,bandit_rc
snapshots\fde6fb28984a76d5bee794f4c0458eb25fe56fcd\django\db\migrations\serializer.py,fde6fb28984a76d5bee794f4c0458eb25fe56fcd\django\db\migrations\serializer.py,153,62,98,30,0,0
snapshots\fd325b9dee95f0930f5e8d582892b899508021fe\django\db\migrations\operations\utils.py,fd325b9dee95f0930f5e8d582892b899508021fe\django\db\migrations\operations\utils.py,21,3,3,26,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\tests\migrations\test_writer.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\tests\migrations\test_writer.py,88,70,110,30,1,1
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\utils\encoding.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\utils\encoding.py,40,15,10,30,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\migrations\serializer.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\migrations\serializer.py,157,62,94,30,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\models\constraints.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\models\constraints.py,134,34,62,30,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\models\expressions.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\models\expressions.py,494,233,286,30,1,1
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\models\indexes.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\db\models\indexes.py,95,16,42,30,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\contrib\postgres\constraints.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\contrib\postgres\constraints.py,68,13,41,30,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\contrib\sites\checks.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\contrib\sites\checks.py,3,1,6,22,0,0
snapshots\fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\contrib\gis\gdal\srs.py,fd21f82aa82b0d75a161f618ef944ebe0923e0ab\django\contrib\gis\gdal\srs.py,75,40,25,30,0,0
snapshots\fdca036827b7059c9915680da490ef3520f720fc\tests\test_client_regress\tests.py,fdca036827b7059c9915680da490ef3520f720fc\tests\test_client_regress\tests.py,184,124,78,30,14,1
snapshots\fdca036827b7059c9915680da490ef3520f720fc\tests\test_utils\tests.py,fdca036827b7059c9915680da490ef3520f720fc\tests\test_utils\tests.py,282,216,308,30,3,1
snapshots\fd999318ad78613227cdb7c5656345d9e216802b\tests\defer\tests.py,fd999318ad78613227cdb7c5656345d9e216802b\tests\defer\tests.py,41,37,45,30,2,1
snapshots\fd999318ad78613227cdb7c5656345d9e216802b\django\db\models\sql\query.py,fd999318ad78613227cdb7c5656345d9e216802b\django\db\models\sql\query.py,563,110,186,30,2,1
snapshots\fd97b0471b19cb45c4346e4947dfa7e69ff06158\tests\utils_tests\test_functional.py,fd97b0471b19cb45c4346e4947dfa7e69ff06158\tests\utils_tests\test_functional.py,35,29,81,30,0,0
snapshots\fd97b0471b19cb45c4346e4947dfa7e69ff06158\django\utils\functional.py,fd97b0471b19cb45c4346e4947dfa7e69ff06158\django\utils\functional.py,61,34,27,30,0,0
snapshots\fd93db97c7228b16a4f92f97ef05b0d72418d952\tests\postgres_tests\test_aggregates.py,fd93db97c7228b16a4f92f97ef05b0d72418d952\tests\postgres_tests\test_aggregates.py,93,76,92,26,0,0
snapshots\fd93db97c7228b16a4f92f97ef05b0d72418d952\django\db\models\expressions.py,fd93db97c7228b16a4f92f97ef05b0d72418d952\django\db\models\expressions.py,474,223,282,30,1,1
snapshots\fd92f247891950bc92369b2457e032ec11f0147d\django\db\backends\sqlite3\base.py,fd92f247891950bc92369b2457e032ec11f0147d\django\db\backends\sqlite3\base.py,49,22,37,30,1,1
snapshots\fd92f247891950bc92369b2457e032ec11f0147d\django\db\backends\sqlite3\features.py,fd92f247891950bc92369b2457e032ec11f0147d\django\db\backends\sqlite3\features.py,8,5,11,18,0,0
snapshots\fd705912fff168d10c806568a222dfa25e3bb6a0\django\db\models\sql\query.py,fd705912fff168d10c806568a222dfa25e3bb6a0\django\db\models\sql\query.py,637,114,180,30,3,1
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\tests\composite_pk\test_filter.py,fd569dd45bf0746378faf7f65172497f21ed27f0\tests\composite_pk\test_filter.py,61,41,51,26,0,0
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\tests\expressions\tests.py,fd569dd45bf0746378faf7f65172497f21ed27f0\tests\expressions\tests.py,325,228,293,30,2,1
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\models\expressions.py,fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\models\expressions.py,611,270,318,30,2,1
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\models\fields\tuple_lookups.py,fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\models\fields\tuple_lookups.py,147,35,40,30,0,0
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\models\sql\query.py,fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\models\sql\query.py,634,114,181,30,3,1
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\backends\base\features.py,fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\backends\base\features.py,8,6,6,22,0,0
snapshots\fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\backends\oracle\features.py,fd569dd45bf0746378faf7f65172497f21ed27f0\django\db\backends\oracle\features.py,19,12,17,22,0,0
snapshots\fd325b9dee95f0930f5e8d582892b899508021fe\django\db\migrations\utils.py,fd325b9dee95f0930f5e8d582892b899508021fe\django\db\migrations\utils.py,14,5,7,30,0,0
snapshots\fd325b9dee95f0930f5e8d582892b899508021fe\django\db\migrations\operations\models.py,fd325b9dee95f0930f5e8d582892b899508021fe\django\db\migrations\operations\models.py,264,119,204,30,0,0
snapshots\fd1dd767783b5a7ec1a594fcc5885e7e4178dd26\tests\admin_inlines\tests.py,fd1dd767783b5a7ec1a594fcc5885e7e4178dd26\tests\admin_inlines\tests.py,147,107,200,30,18,1
snapshots\fcfbf08abe3e6dc54894df6988024f055abc6c40\tests\forms_tests\field_tests\test_filefield.py,fcfbf08abe3e6dc54894df6988024f055abc6c40\tests\forms_tests\field_tests\test_filefield.py,24,15,23,30,2,1
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\tests\lookup\tests.py,fcf95e592774a6ededec35481a2061474d467a2b\tests\lookup\tests.py,98,88,109,30,1,1
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\tests\schema\tests.py,fcf95e592774a6ededec35481a2061474d467a2b\tests\schema\tests.py,427,241,855,30,2,1
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\django\db\models\expressions.py,fcf95e592774a6ededec35481a2061474d467a2b\django\db\models\expressions.py,531,246,301,30,1,1
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\django\db\models\fields\generated.py,fcf95e592774a6ededec35481a2061474d467a2b\django\db\models\fields\generated.py,53,13,29,22,0,0
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\django\db\backends\oracle\base.py,fcf95e592774a6ededec35481a2061474d467a2b\django\db\backends\oracle\base.py,136,40,66,30,1,1
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\django\db\backends\oracle\features.py,fcf95e592774a6ededec35481a2061474d467a2b\django\db\backends\oracle\features.py,11,7,12,22,0,0
snapshots\fcf95e592774a6ededec35481a2061474d467a2b\django\db\backends\oracle\utils.py,fcf95e592774a6ededec35481a2061474d467a2b\django\db\backends\oracle\utils.py,12,8,9,26,0,0
snapshots\fcee0d3fb62f920e55df5aa9b3f7306cf6d3f611\django\core\cache\backends\redis.py,fcee0d3fb62f920e55df5aa9b3f7306cf6d3f611\django\core\cache\backends\redis.py,71,35,42,30,3,1
snapshots\fce90950bef348803fa7cc3e6bc65f4bce429b82\django\views\csrf.py,fce90950bef348803fa7cc3e6bc65f4bce429b82\django\views\csrf.py,4,2,9,22,0,0
snapshots\fcd9d08379a2aee3b2c49eab0d0b8db6fd66d091\tests\model_forms\tests.py,fcd9d08379a2aee3b2c49eab0d0b8db6fd66d091\tests\model_forms\tests.py,253,214,720,30,0,0
snapshots\fcc7dc5781667932bf0bf8bec76df458836e5e95\tests\auth_tests\test_forms.py,fcc7dc5781667932bf0bf8bec76df458836e5e95\tests\auth_tests\test_forms.py,122,103,197,30,11,1
snapshots\fcc7dc5781667932bf0bf8bec76df458836e5e95\django\contrib\auth\forms.py,fcc7dc5781667932bf0bf8bec76df458836e5e95\django\contrib\auth\forms.py,108,39,51,30,0,0
snapshots\fcb75651f9b8c2f76ec037f1a68a0e5c99263d8c\tests\csrf_tests\tests.py,fcb75651f9b8c2f76ec037f1a68a0e5c99263d8c\tests\csrf_tests\tests.py,101,86,88,30,3,1
snapshots\fcb75651f9b8c2f76ec037f1a68a0e5c99263d8c\django\middleware\csrf.py,fcb75651f9b8c2f76ec037f1a68a0e5c99263d8c\django\middleware\csrf.py,97,28,33,30,5,1
snapshots\fc9c90d9c4611d441d2617a7d74f622b1f520f7c\tests\utils_tests\test_functional.py,fc9c90d9c4611d441d2617a7d74f622b1f520f7c\tests\utils_tests\test_functional.py,27,21,71,30,0,0
snapshots\fc91ea1e50e5ef207f0f291b3f6c1942b10db7c7\django\db\models\sql\compiler.py,fc91ea1e50e5ef207f0f291b3f6c1942b10db7c7\django\db\models\sql\compiler.py,428,49,158,30,16,1
snapshots\fc91ea1e50e5ef207f0f291b3f6c1942b10db7c7\django\db\models\sql\query.py,fc91ea1e50e5ef207f0f291b3f6c1942b10db7c7\django\db\models\sql\query.py,565,111,187,30,2,1
snapshots\fc793fc303a3d516ab51bb21aa317031caabe7b4\tests\auth_tests\test_forms.py,fc793fc303a3d516ab51bb21aa317031caabe7b4\tests\auth_tests\test_forms.py,168,126,239,30,12,1
snapshots\fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\django\contrib\postgres\fields\ranges.py,fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\django\contrib\postgres\fields\ranges.py,95,50,82,30,0,0
snapshots\fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\django\contrib\postgres\forms\ranges.py,fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\django\contrib\postgres\forms\ranges.py,33,13,19,30,0,0
snapshots\fc303551077c3e023fe4f9d01fc1b3026c816fa4\tests\constraints\models.py,fc303551077c3e023fe4f9d01fc1b3026c816fa4\tests\constraints\models.py,12,12,45,26,0,0
snapshots\fc303551077c3e023fe4f9d01fc1b3026c816fa4\tests\constraints\tests.py,fc303551077c3e023fe4f9d01fc1b3026c816fa4\tests\constraints\tests.py,112,108,138,30,0,0
snapshots\fc303551077c3e023fe4f9d01fc1b3026c816fa4\tests\expressions\tests.py,fc303551077c3e023fe4f9d01fc1b3026c816fa4\tests\expressions\tests.py,316,224,287,30,2,1
snapshots\fc303551077c3e023fe4f9d01fc1b3026c816fa4\django\db\models\expressions.py,fc303551077c3e023fe4f9d01fc1b3026c816fa4\django\db\models\expressions.py,596,267,310,30,2,1
snapshots\fc2bd40fc76996306efc1f8de581708d8c5a2943\django\template\base.py,fc2bd40fc76996306efc1f8de581708d8c5a2943\django\template\base.py,254,76,90,30,9,1
snapshots\fc28550fe4e0582952993976edc62971bd5345a8\tests\shell\models.py,fc28550fe4e0582952993976edc62971bd5345a8\tests\shell\models.py,2,2,6,26,0,0
snapshots\fc28550fe4e0582952993976edc62971bd5345a8\tests\shell\tests.py,fc28550fe4e0582952993976edc62971bd5345a8\tests\shell\tests.py,24,21,63,30,0,0
snapshots\fc28550fe4e0582952993976edc62971bd5345a8\django\core\management\commands\shell.py,fc28550fe4e0582952993976edc62971bd5345a8\django\core\management\commands\shell.py,49,8,27,30,3,1
snapshots\fbd16438f46bc2128926958ad24331da5d1b406f\tests\apps\query_performing_app\apps.py,fbd16438f46bc2128926958ad24331da5d1b406f\tests\apps\query_performing_app\apps.py,25,20,36,30,0,0
snapshots\fbd16438f46bc2128926958ad24331da5d1b406f\django\db\backends\utils.py,fbd16438f46bc2128926958ad24331da5d1b406f\django\db\backends\utils.py,70,26,26,30,0,0
snapshots\fbb1984046ae00bdf0b894a6b63294395da1cce8\tests\shell\tests.py,fbb1984046ae00bdf0b894a6b63294395da1cce8\tests\shell\tests.py,10,9,17,22,0,0
snapshots\fbb1984046ae00bdf0b894a6b63294395da1cce8\tests\gis_tests\rasterapp\test_rasterfield.py,fbb1984046ae00bdf0b894a6b63294395da1cce8\tests\gis_tests\rasterapp\test_rasterfield.py,38,19,34,22,0,0
snapshots\fbb1984046ae00bdf0b894a6b63294395da1cce8\tests\forms_tests\field_tests\test_decimalfield.py,fbb1984046ae00bdf0b894a6b63294395da1cce8\tests\forms_tests\field_tests\test_decimalfield.py,16,14,31,18,0,0
snapshots\fbb1984046ae00bdf0b894a6b63294395da1cce8\django\utils\asyncio.py,fbb1984046ae00bdf0b894a6b63294395da1cce8\django\utils\asyncio.py,2,1,5,30,0,0
snapshots\fbac2a4dd846b52c4f379eacb5bab654fe9540cc\tests\middleware\tests.py,fbac2a4dd846b52c4f379eacb5bab654fe9540cc\tests\middleware\tests.py,104,95,103,30,1,1
snapshots\fbac2a4dd846b52c4f379eacb5bab654fe9540cc\django\middleware\common.py,fbac2a4dd846b52c4f379eacb5bab654fe9540cc\django\middleware\common.py,49,9,15,30,0,0
snapshots\fb93363c499334d48aa95d40842795be5997817e\tests\requests\test_data_upload_settings.py,fb93363c499334d48aa95d40842795be5997817e\tests\requests\test_data_upload_settings.py,36,30,60,22,0,0
snapshots\fb9216382a387685e1082ac97caa3feaf3d5fe80\tests\dispatch\tests.py,fb9216382a387685e1082ac97caa3feaf3d5fe80\tests\dispatch\tests.py,29,26,41,30,0,0
snapshots\fc22fdd34f1e55adde161f5f2dca8db90bbfce80\tests\admin_scripts\tests.py,fc22fdd34f1e55adde161f5f2dca8db90bbfce80\tests\admin_scripts\tests.py,346,282,191,30,4,1
snapshots\fc22fdd34f1e55adde161f5f2dca8db90bbfce80\tests\user_commands\tests.py,fc22fdd34f1e55adde161f5f2dca8db90bbfce80\tests\user_commands\tests.py,62,49,64,30,0,0
snapshots\fc18f36c4ab94399366ca2f2007b3692559a6f23\tests\file_uploads\tests.py,fc18f36c4ab94399366ca2f2007b3692559a6f23\tests\file_uploads\tests.py,68,47,87,30,10,1
snapshots\fc18f36c4ab94399366ca2f2007b3692559a6f23\django\http\multipartparser.py,fc18f36c4ab94399366ca2f2007b3692559a6f23\django\http\multipartparser.py,150,37,55,30,1,1
snapshots\fc0942ada47c6ed9bbd25f8a1d721ae0e2859776\django\contrib\postgres\constraints.py,fc0942ada47c6ed9bbd25f8a1d721ae0e2859776\django\contrib\postgres\constraints.py,79,13,41,30,0,0
snapshots\fc0069bfa52f9d8bd62aa0f5749905d767ab42e9\tests\staticfiles_tests\test_liveserver.py,fc0069bfa52f9d8bd62aa0f5749905d767ab42e9\tests\staticfiles_tests\test_liveserver.py,18,12,16,22,1,1
snapshots\fbde929b19754f19cba1d14e86f4c59f4b0a633c\tests\postgres_tests\test_array.py,fbde929b19754f19cba1d14e86f4c59f4b0a633c\tests\postgres_tests\test_array.py,169,143,221,30,0,0
snapshots\fbde929b19754f19cba1d14e86f4c59f4b0a633c\django\contrib\postgres\lookups.py,fbde929b19754f19cba1d14e86f4c59f4b0a633c\django\contrib\postgres\lookups.py,23,14,36,30,0,0
snapshots\fbd16438f46bc2128926958ad24331da5d1b406f\tests\apps\tests.py,fbd16438f46bc2128926958ad24331da5d1b406f\tests\apps\tests.py,66,59,58,30,0,0
snapshots\fbd16438f46bc2128926958ad24331da5d1b406f\tests\inspectdb\models.py,fbd16438f46bc2128926958ad24331da5d1b406f\tests\inspectdb\models.py,16,16,54,26,0,0
snapshots\fc793fc303a3d516ab51bb21aa317031caabe7b4\tests\mail\tests.py,fc793fc303a3d516ab51bb21aa317031caabe7b4\tests\mail\tests.py,279,196,238,30,14,1
snapshots\fc793fc303a3d516ab51bb21aa317031caabe7b4\django\core\mail\message.py,fc793fc303a3d516ab51bb21aa317031caabe7b4\django\core\mail\message.py,135,34,24,30,0,0
snapshots\fc793fc303a3d516ab51bb21aa317031caabe7b4\django\core\mail\__init__.py,fc793fc303a3d516ab51bb21aa317031caabe7b4\django\core\mail\__init__.py,20,6,10,26,0,0
snapshots\fc62e17778dad9eab9e507d90d85a33d415f64a7\tests\admin_views\tests.py,fc62e17778dad9eab9e507d90d85a33d415f64a7\tests\admin_views\tests.py,634,511,683,30,80,1
snapshots\fc62e17778dad9eab9e507d90d85a33d415f64a7\django\contrib\admin\options.py,fc62e17778dad9eab9e507d90d85a33d415f64a7\django\contrib\admin\options.py,437,117,275,30,4,1
snapshots\fc62e17778dad9eab9e507d90d85a33d415f64a7\django\contrib\admin\templatetags\admin_urls.py,fc62e17778dad9eab9e507d90d85a33d415f64a7\django\contrib\admin\templatetags\admin_urls.py,12,3,17,26,0,0
snapshots\fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\fields.py,fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\fields.py,13,8,26,30,0,0
snapshots\fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\models.py,fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\models.py,44,35,67,30,0,0
snapshots\fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\test_ranges.py,fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\test_ranges.py,139,111,153,30,0,0
snapshots\fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\migrations\0002_create_test_models.py,fc565cb539e4c1e5fba70d9ebb19bac0ca251d37\tests\postgres_tests\migrations\0002_create_test_models.py,1,1,33,26,0,0
snapshots\fb9216382a387685e1082ac97caa3feaf3d5fe80\django\test\utils.py,fb9216382a387685e1082ac97caa3feaf3d5fe80\django\test\utils.py,199,84,97,30,5,1
snapshots\fb535e0a9033bd58d4bcb31876508e895c9b866d\tests\staticfiles_tests\test_storage.py,fb535e0a9033bd58d4bcb31876508e895c9b866d\tests\staticfiles_tests\test_storage.py,105,80,182,30,0,0
snapshots\fb535e0a9033bd58d4bcb31876508e895c9b866d\django\contrib\staticfiles\storage.py,fb535e0a9033bd58d4bcb31876508e895c9b866d\django\contrib\staticfiles\storage.py,111,26,37,30,1,1
snapshots\fb4c55d9ec4bb812a7fb91fa20510d91645e411b\tests\forms_tests\field_tests\test_filefield.py,fb4c55d9ec4bb812a7fb91fa20510d91645e411b\tests\forms_tests\field_tests\test_filefield.py,24,15,22,30,2,1
snapshots\fb4c55d9ec4bb812a7fb91fa20510d91645e411b\tests\forms_tests\widget_tests\test_clearablefileinput.py,fb4c55d9ec4bb812a7fb91fa20510d91645e411b\tests\forms_tests\widget_tests\test_clearablefileinput.py,22,20,28,26,0,0
snapshots\fb4c55d9ec4bb812a7fb91fa20510d91645e411b\tests\forms_tests\widget_tests\test_fileinput.py,fb4c55d9ec4bb812a7fb91fa20510d91645e411b\tests\forms_tests\widget_tests\test_fileinput.py,10,8,18,26,0,0
snapshots\fb4c55d9ec4bb812a7fb91fa20510d91645e411b\django\forms\widgets.py,fb4c55d9ec4bb812a7fb91fa20510d91645e411b\django\forms\widgets.py,328,126,79,30,4,1
snapshots\fb427e467ca2bb9f1363ef22eff2426f614faa91\tests\aggregation\models.py,fb427e467ca2bb9f1363ef22eff2426f614faa91\tests\aggregation\models.py,13,9,14,26,0,0
snapshots\fb35e0a2feb36e60b93a12dd43eb9eed2015adda\django\utils\tree.py,fb35e0a2feb36e60b93a12dd43eb9eed2015adda\django\utils\tree.py,29,13,3,26,0,0
snapshots\fb1c7635065321d415ad8182caf986a824bf9650\django\views\decorators\vary.py,fb1c7635065321d415ad8182caf986a824bf9650\django\views\decorators\vary.py,1,1,2,18,0,0
snapshots\fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\tests\gis_tests\gdal_tests\test_driver.py,fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\tests\gis_tests\gdal_tests\test_driver.py,10,5,3,18,0,0
snapshots\fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\django\contrib\gis\gdal\datasource.py,fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\django\contrib\gis\gdal\datasource.py,19,7,15,22,0,0
snapshots\fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\django\contrib\gis\gdal\driver.py,fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\django\contrib\gis\gdal\driver.py,14,6,8,18,0,0
snapshots\fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\django\contrib\gis\gdal\libgdal.py,fb0d463b1f88a38f3e7cd8d66ed6c69309f97901\django\contrib\gis\gdal\libgdal.py,9,6,12,30,0,0
snapshots\fb05ca420da1341c0d39cf1f0e2fb659be836c92\django\template\backends\jinja2.py,fb05ca420da1341c0d39cf1f0e2fb659be836c92\django\template\backends\jinja2.py,29,11,22,30,0,0
snapshots\faf6d48590386987a08178ca0d7154b1500560b8\tests\staticfiles_tests\test_management.py,faf6d48590386987a08178ca0d7154b1500560b8\tests\staticfiles_tests\test_management.py,90,67,82,30,0,0
snapshots\faeb92ea13f0c1b2cc83f45b512f2c41cfb4f02d\django\db\models\options.py,faeb92ea13f0c1b2cc83f45b512f2c41cfb4f02d\django\db\models\options.py,210,48,94,30,0,0
snapshots\fad334e1a9b54ea1acb8cce02a25934c5acfe99f\tests\backends\postgresql\tests.py,fad334e1a9b54ea1acb8cce02a25934c5acfe99f\tests\backends\postgresql\tests.py,45,36,70,30,0,0
snapshots\fad334e1a9b54ea1acb8cce02a25934c5acfe99f\django\db\backends\base\base.py,fad334e1a9b54ea1acb8cce02a25934c5acfe99f\django\db\backends\base\base.py,129,64,51,30,0,0
snapshots\fad334e1a9b54ea1acb8cce02a25934c5acfe99f\django\db\backends\postgresql\base.py,fad334e1a9b54ea1acb8cce02a25934c5acfe99f\django\db\backends\postgresql\base.py,105,34,84,30,0,0
snapshots\f9e9526800c921ae393ff58826daed51587b1727\django\db\backends\postgresql\features.py,f9e9526800c921ae393ff58826daed51587b1727\django\db\backends\postgresql\features.py,12,8,15,30,0,0
snapshots\f9e9526800c921ae393ff58826daed51587b1727\django\db\backends\postgresql\operations.py,f9e9526800c921ae393ff58826daed51587b1727\django\db\backends\postgresql\operations.py,97,43,82,30,1,1
snapshots\f9c5958b8fe452983122b6a13c8f806e4e4e1eef\tests\forms_tests\widget_tests\test_choicewidget.py,f9c5958b8fe452983122b6a13c8f806e4e4e1eef\tests\forms_tests\widget_tests\test_choicewidget.py,9,8,11,22,0,0
snapshots\f9c5958b8fe452983122b6a13c8f806e4e4e1eef\tests\forms_tests\widget_tests\test_radioselect.py,f9c5958b8fe452983122b6a13c8f806e4e4e1eef\tests\forms_tests\widget_tests\test_radioselect.py,21,20,17,26,1,1
snapshots\f9c5958b8fe452983122b6a13c8f806e4e4e1eef\tests\forms_tests\widget_tests\test_select.py,f9c5958b8fe452983122b6a13c8f806e4e4e1eef\tests\forms_tests\widget_tests\test_select.py,21,20,19,26,1,1
snapshots\f9bf616597d56deac66d9d6bb753b028dd9634cc\django\db\models\sql\query.py,f9bf616597d56deac66d9d6bb753b028dd9634cc\django\db\models\sql\query.py,611,113,179,30,3,1
snapshots\f9b7704ab38d82d1de0c26deb542e497ebf14df6\tests\raw_query\tests.py,f9b7704ab38d82d1de0c26deb542e497ebf14df6\tests\raw_query\tests.py,47,36,46,30,1,1
snapshots\f9b7704ab38d82d1de0c26deb542e497ebf14df6\tests\template_tests\syntax_tests\test_if_changed.py,f9b7704ab38d82d1de0c26deb542e497ebf14df6\tests\template_tests\syntax_tests\test_if_changed.py,27,25,39,18,0,0
snapshots\f9b7704ab38d82d1de0c26deb542e497ebf14df6\docs\_ext\djangodocs.py,f9b7704ab38d82d1de0c26deb542e497ebf14df6\docs\_ext\djangodocs.py,62,24,66,30,2,1
snapshots\f9b7704ab38d82d1de0c26deb542e497ebf14df6\django\contrib\gis\gdal\raster\const.py,f9b7704ab38d82d1de0c26deb542e497ebf14df6\django\contrib\gis\gdal\raster\const.py,0,0,0,0,0,0
snapshots\fa4b2c15f27edf8d6b8c88b451e23824ddec928c\django\db\backends\sqlite3\base.py,fa4b2c15f27edf8d6b8c88b451e23824ddec928c\django\db\backends\sqlite3\base.py,101,37,58,30,3,1
snapshots\fa3afc5d86f1f040922cca2029d6a34301597a70\django\contrib\auth\password_validation.py,fa3afc5d86f1f040922cca2029d6a34301597a70\django\contrib\auth\password_validation.py,61,23,27,22,0,0
snapshots\fa35c8bdbc6aca65d94d6280fa463d5bc7baa5c0\tests\backends\tests.py,fa35c8bdbc6aca65d94d6280fa463d5bc7baa5c0\tests\backends\tests.py,113,65,99,30,9,1
snapshots\fa35c8bdbc6aca65d94d6280fa463d5bc7baa5c0\django\db\backends\utils.py,fa35c8bdbc6aca65d94d6280fa463d5bc7baa5c0\django\db\backends\utils.py,60,24,21,30,1,1
snapshots\fa235004dd1423b129befe847bbf207808ca07ad\tests\signals\models.py,fa235004dd1423b129befe847bbf207808ca07ad\tests\signals\models.py,11,8,12,26,0,0
